Data;Ora GMT;LatN;LonE;Prof (Km);Md;Ml;Area
20/12/2005;00:28:04;38.125;15.233;11.1;;1.3;Barcellona Pozzo Di Gotto
20/12/2005;00:29:20;38.134;15.196;4.23;1.4;;Barcellona Pozzo Di Gotto
20/12/2005;00:31:12;38.125;15.223;10.53;;1.1;Barcellona Pozzo Di Gotto
20/12/2005;00:08:17;38.132;15.217;11.84;;1.4;Barcellona Pozzo Di Gotto
20/12/2005;00:04:59;38.132;15.222;10.65;;1.1;Barcellona Pozzo Di Gotto
20/12/2005;00:14:58;38.142;15.203;12.35;;1.3;Barcellona Pozzo Di Gotto
20/12/2005;00:41:50;38.129;15.219;10.87;;1.1;Barcellona Pozzo Di Gotto
20/12/2005;00:42:38;38.129;15.217;10.23;;1.3;Barcellona Pozzo Di Gotto
21/12/2005;00:43:06;38.134;15.213;10.02;;1.8;Barcellona Pozzo Di Gotto
21/12/2005;00:08:37;38.134;15.222;11.63;;1.5;Barcellona Pozzo Di Gotto
21/12/2005;00:24:50;38.127;15.219;10.12;;1.5;Barcellona Pozzo Di Gotto
21/12/2005;00:44:02;37.659;15.074;8.68;;1.6;1.5 km E Tardaria
21/12/2005;00:10:27;37.653;15.074;10.19;;2;1.5 km E Tardaria
21/12/2005;00:14:21;37.656;15.062;10.35;;1.3;0.5 km E Tardaria
22/12/2005;00:42:38;37.685;15.128;1.07;;1.4;1 km W S. Venerina
22/12/2005;00:03:41;38.126;15.225;11.18;;1.7;Barcellona Pozzo di Gotto
22/12/2005;00:39:35;38.125;15.224;10.68;;1.7;Barcellona Pozzo di Gotto
23/12/2005;00:14:40;37.857;15.023;9.55;;1.3;6 km ESE Randazzo
23/12/2005;00:11:57;38.117;15.24;12;;1.4;3 km NE Castroreale
24/12/2005;00:38:22;37.671;15.123;7.16;;1.9;1 km WNW Linera
24/12/2005;00:55:17;37.768;15.062;5.45;;1.6;3.7 km E P.zi Deneri
25/12/2005;00:55:41;37.826;15.139;21.22;;1.3;1.7 km S  Linguaglossa
26/12/2005;00:40:00;38.118;15.247;12.78;;1.1;3.4 km NE  Castroreale
26/12/2005;00:01:52;37.71;15.063;3.09;1.1;;0.8 km SE  M. Zoccolaro
27/12/2005;00:37:36;37.081;15.533;23.64;;2.4;20 km E  Siracusa
27/12/2005;00:35:52;38.208;15.09;13.43;;2.4;7 km NE Capo Tindari
27/12/2005;00:09:02;37.747;15.057;4.98;1.2;;0.6 km N R.cca Musarra
27/12/2005;00:11:13;37.742;15.063;5.28;;1.3;R.cca Musarra
29/12/2005;00:53:48;37.709;15.063;2.34;1.2;;0.6 km SE M. Pomiciaro
29/12/2005;00:21:19;37.71;15.062;2.86;;1.2;0.5 km SE M. Pomiciaro
29/12/2005;00:41:02;37.705;15.062;2.55;;1.6;1 km SSE M. Pomiciaro
29/12/2005;00:08:23;37.714;15.06;3.03;;1.2;M. Pomiciaro
30/12/2005;00:29:42;37.724;15.097;3.92;;1.3;1.8 km W Milo
30/12/2005;00:46:18;38.126;15.242;12.11;1.1;;3.2 km SE Barcellona Pozzo di Gotto
30/12/2005;00:54:52;37.677;14.929;25.19;2.2;;3.5 km W M. Parmentelli
01/01/2006;00:57:30;37.569;16.072;23.65;;2.4;Mar Ionio - 84 km W largo di Catania
02/01/2006;00:08:17;37.739;14.856;21.42;;2.5;1.4 km WNW M. Minardo
03/01/2006;00:26:21;37.732;14.833;21.75;;2.3;3 km W M. Minardo
04/01/2006;00:34:46;38.127;15.22;10.52;;1.3;2.3 km S Barcellona Pozzo di Gotto
04/01/2006;00:13:32;38.113;15.246;11.73;;0.9;3 km NE Castroreale
08/01/2006;00:21:58;37.687;14.98;12.52;;2.9;0.7 km SSW M. Vetore
08/01/2006;00:21:22;37.7;14.986;11.06;;2.3;0.8 km NNE M. Vetore
08/01/2006;00:56:56;37.675;14.983;13.33;;2.7;1.4 km SE M. Parmentelli
08/01/2006;00:23:44;37.684;14.999;13.88;2;;1.7 km SW M. Vetore
08/01/2006;00:32:03;37.69;14.985;12.65;2.2;;M. Vetore
08/01/2006;00:54:27;37.683;15.002;14.63;;1.9;1.9 km SW M. Vetore
08/01/2006;00:26:27;37.673;14.971;12.23;;2.8;0.9 Km SSE M. Parmentelli
08/01/2006;00:28:03;37.676;14.96;11.5;;2.7;1 Km SW M. Parmentelli
08/01/2006;00:33:10;37.678;14.968;11.27;;2.9;0.4 Km S M. Parmentelli
08/01/2006;00:55:46;37.699;14.98;9.82;;2.7;0.8 Km NNW M. Vetore
08/01/2006;00:59:56;37.677;14.979;11.15;;2.9;1 Km SE M. Parmentelli
08/01/2006;00:09:24;37.683;14.97;10.61;;3.7;M. Parmentelli
08/01/2006;00:12:41;37.692;14.979;11.67;;2.9;M. Vetore
05/01/2006;00:34:39;37.907;15.623;17.85;;2.1;10 km SW Montebello Ionico
06/01/2006;00:12:10;37.735;15.074;3.32;;0.9;1 Km SW M. Fontane
06/01/2006;00:23:12;37.743;15.076;3.79;;0.9;0.8 Km NW M. Fontane
06/01/2006;00:23:46;37.742;15.077;3.72;;1;0.7 Km NW M. Fontane
08/01/2006;00:27:18;37.682;14.996;12.9;;2.2;1.6 km SW M. Vetore
08/01/2006;00:08:50;37.679;14.99;13.45;;2.5;1.6 km SW M. Vetore
08/01/2006;00:53:47;37.683;14.993;12.9;;2.1;1.4 km SW M. Vetore
07/01/2006;00:18:18;37.736;15.062;2.98;;1.2;2 km W M. Fontane
07/01/2006;00:48:51;37.738;15.062;2.97;;1.1;2 km W M. Fontane
10/01/2006;00:38:29;38.284;16.002;43.32;;2.5;Oppido Mamertina (Aspromonte)
09/01/2006;00:15:59;37.68;15.002;12.47;;1.9;0.8 Km NW M. Grosso
09/01/2006;00:16:09;37.699;14.974;5.91;1.2;;1.1 Km NW M. Vetore
09/01/2006;00:13:16;36.887;14.997;17.67;;2.4;6.5 Km W Noto
10/01/2006;00:21:29;38.122;15.22;10.49;;1.6;2 Km NNW Castroreale
10/01/2006;00:12:33;38.125;15.217;11.7;;2.5;2.5 Km N Castroreale
10/01/2006;00:18:52;38.125;15.218;11;;1.6;2.5 Km N Castroreale
11/01/2006;00:20:28;38.141;15.222;9.41;;1.7;Barcellona Pozzo di Gotto
11/01/2006;00:21:12;38.129;15.217;9.5;;1.5;3 km S Barcellona Pozzo di Gotto
11/01/2006;00:41:04;37.632;14.96;5.51;;1.8;Ragalna
09/01/2006;00:10:24;38.524;14.483;11.78;1.8;;7 Km SW Filicudi
14/01/2006;00:01:51;37.749;15.073;2.74;1.3;;M.te Scorsone
14/01/2006;00:04:39;37.716;15.017;2.37;;1.1;1 km ESE della Montagnola
14/01/2006;00:57:52;36.902;14.99;16.47;1.1;;7 km WNW Noto
13/01/2006;00:02:06;37.64;15.464;19.97;;2.3;25 km E Acireale
15/01/2006;00:15:03;37.994;15.97;27.46;;2.5;Bova (RC)
16/01/2006;00:59:21;37.757;15.06;6.84;;1.7;1.1 km NW M.te Scorsone
18/01/2006;00:15:34;37.627;14.953;4.75;;1.9;1.5 km SE Ragalna
20/01/2006;00:17:56;37.766;15.112;10.05;;1.8;3 km N Fornazzo
23/01/2006;00:44:41;38.142;15.204;9.49;1.1;;1 km SW Barcellona Pozzo di Gotto
23/01/2006;00:46:17;38.123;15.218;10.01;1.1;;2.3 km S Barcellona Pozzo di Gotto
23/01/2006;00:50:33;37.942;15.404;30.82;;1.8;3 km E S. Teresa di Riva
24/01/2006;00:53:12;37.685;15.434;21.55;;2.5;25 km NE Acireale
27/01/2006;00:37:05;38.12;15.229;10.21;1.1;;2,2 Km NE Castroreale
29/01/2006;00:18:58;37.943;14.887;43.39;;2.5;5.5 km SW Floresta
27/01/2006;00:53:31;37.667;15.121;1.81;;0.4;2.5 Km SW S. Venerina
28/01/2006;00:02:31;37.748;14.839;2.86;;2;4 Km SSE Bronte
28/01/2006;00:09:27;37.751;15.089;7.63;;1.4;1.2 Km NNE M. Fontane
28/01/2006;00:40:03;37.679;15.108;3.61;;1.2;1.5 Km SSE Zafferana Etnea
28/01/2006;00:42:28;37.701;14.792;9.64;1.6;;5 Km NW Adrano
28/01/2006;00:39:03;36.95;14.864;19.8;1.3;;10 Km NE Modica
01/02/2006;00:33:10;37.688;15.099;8.4;;2;0.7 Km SSW Zafferana Etnea
01/02/2006;21:12:58:42;37.729;15.1;9.43;;1.4;1.5 Km NW Milo
03/02/2006;00:32:59;38.135;15.161;12.97;;1.3;5 km WSW Barcellona Pozzo di Gotto
03/02/2006;00:54:00;37.756;15.114;7.72;;1.5;2 km N Fornazzo
03/02/2006;00:27:09;37.74;15.117;9.03;;1.3;Fornazzo
04/02/2006;00:28:38;38.222;15.083;12.89;;1.3;Golfo di Patti
04/02/2006;00:31:35;37.72;15.059;3.11;;0.7;0.5 km N M. Zoccolaro
05/02/2006;00:17:14;37.689;15.001;4.68;;0.9;1.5 km E M. Vetore
08/02/2006;00:22:37;37.684;15.146;9.61;;1.7;S. Venerina
08/02/2006;00:57:23;37.482;14.922;27.35;;2;Piana di Catania
09/02/2006;00:45:03;37.75;14.994;-0.05;;1.6;Crateri Centrali
09/02/2006;00:40:54;37.71;15.044;0.63;;0.6;1.2 km SW M. Pomiciaro
09/02/2006;00:46:39;37.819;15.15;1.21;;2.6;2.5 km NW Piedimonte
11/02/2006;00:23:32;38.04;15.213;2.33;;1.3;6.8 km S Castroreale
11/02/2006;00:01:37;37.807;15.041;0.94;;1;1 km E M. Nero
11/02/2006;00:01:53;37.823;15.054;0.1;;1.3;2.6 km NE M. Nero
10/02/2006;00:53:22;37.737;15.083;4.43;;1.3;0.4 km SW M. Fontane
11/02/2006;00:33:27;37.743;15.129;6.03;;1.3;1 km W S. Alfio
13/02/2006;00:38:25;37.752;15.092;6.13;;1.5;1.5 km NE M. Fontane
13/02/2006;00:11:01;37.759;15.108;6.85;1.1;;2.5 km NNW Fornazzo
14/02/2006;00:52:56;37.722;15.075;1.83;;0.6;M. Calanna
15/02/2006;00:15:03;37.756;15.133;10.17;;2.2;1.7 km NW S. Alfio
16/02/2006;00:05:25;37.828;14.885;28.28;;2.1;1.5 km E Maletto
16/02/2006;00:00:53;37.831;14.987;23.04;;2;3 km E M. Spagnolo
16/02/2006;00:58:29;37.747;15.046;2.27;;0.7;1 Km SE M. Simone
17/02/2006;00:15:52;37.75;15.13;9.79;;1.8;2 km NE Fornazzo
17/02/2006;00:03:28;37.732;14.818;7.39;1.9;;6 km SSW Bronte
17/02/2006;00:29:37;37.758;15.112;9.76;;2;2 km N Fornazzo
17/02/2006;00:32:25;37.768;15.106;8.48;;1.4;3.3 km NNW Fornazzo
18/02/2006;00:35:36;37.763;15.133;6.83;;1.9;2 km NNW S. Alfio
18/02/2006;00:26:59;37.766;15.148;5.65;;1.6;2.3 km N S. Alfio
18/02/2006;00:34:15;37.764;15.154;5.45;;1.5;2.4 km NE S. Alfio
18/02/2006;00:13:59;37.761;15.145;6.82;;1.3;1.8 km N S. Alfio
18/02/2006;00:52:10;38.219;15.096;11;;1.4;Golfo di Patti
19/02/2006;00:01:26;37.767;15.158;4.29;;1.1;1.4 kn NW Nunziata
19/02/2006;00:25:56;37.763;15.134;8.15;;1.7;2 km NNW S. Alfio
19/02/2006;00:55:38;37.731;15.058;5.96;;1.7;1.6 km M.te Zoccolaro
19/02/2006;00:06:54;37.735;15.074;5.49;;1.1;3.4 km W Fornazzo
19/02/2006;00:43:44;37.759;15.129;8.39;;2.4;1.8 km NW S. Alfio
19/02/2006;00:39:35;37.757;15.111;9.16;;2.2;2 km N Fornazzo
19/02/2006;00:15:57;37.749;15.133;6.91;;1.3;S. Alfio
19/02/2006;00:08:01;37.828;15.058;1.07;;1.7;3 km NE M.te Nero
23/02/2006;00:18:40;37.732;15.061;4.81;2.3;;1.5 NW Mt. Calanna
23/02/2006;00:18:51;37.732;15.059;4.38;;2.7;1.7 NW Mt. Calanna
23/02/2006;00:19:56;37.731;15.063;4.27;;2.2;1.4 NW Mt. Calanna
23/02/2006;00:20:59;37.733;15.061;4.43;;1.8;1.7 NW Mt. Calanna
23/02/2006;00:25:50;37.73;15.062;4.43;;1.3;1.4 Km NW Mt. Calanna
23/02/2006;00:32:35;37.733;15.068;3.72;;2;1.3 Km NNW Mt. Calanna
23/02/2006;00:44:40;37.729;15.075;4.33;;1.2;0.8 Km N Mt. Calanna
23/02/2006;00:35:46;37.732;15.071;4.17;1.5;;1.2 Km NNW Mt. Calanna
23/02/2006;00:36:48;37.733;15.067;5.05;;2.5;1.3 Km NW Mt. Calanna
23/02/2006;00:37:07;37.738;15.066;5.12;;1.9;1.9 Km NNW Mt. Calanna
23/02/2006;00:37:27;37.737;15.066;4;1.7;;1.8 Km NNW Mt. Calanna
23/02/2006;00:38:32;37.734;15.065;4.89;;1.1;1.5 Km NW Mt. Calanna
23/02/2006;00:49:58;37.731;15.068;5.1;;2;1.0 Km SW Mt. Calanna
23/02/2006;00:59:52;37.667;15.255;5.48;1;;5 km E Pozzillo
23/02/2006;00:02:07;37.633;15.174;12.18;;2.3;1.4 N Acireale
23/02/2006;00:50:33;38.065;15.298;40.53;;2.6;8.5 km ESE Castroreale
27/02/2006;00:57:33;38.123;15.198;7.4;;1.7;3.5 km SW Barcellona Pozzo di Gotto
27/02/2006;00:42:40;38.085;15.164;9.94;;1.8;4.3 km SW Castroreale
27/02/2006;00:24:34;38.122;15.197;8.32;;2.3;3.5 km SW Barcellona Pozzo di Gotto
27/02/2006;00:34:02;38.137;15.204;10.1;;4.4;1.5 km SW Barcellona Pozzo di Gotto
27/02/2006;00:39:12;38.123;15.2;7.97;;2.3;3.0 km SSW Barcellona Pozzo di Gotto
27/02/2006;00:54:43;38.132;15.198;4.67;;2.2;2.3 km SW Barcellona Pozzo di Gotto
27/02/2006;00:57:09;38.134;15.194;6.03;;2.6;2.3 km SW Barcellona Pozzo di Gotto
27/02/2006;00:11:59;38.144;15.176;5.71;;3.3;3.5 km W Barcellona Pozzo di Gotto
27/02/2006;00:15:02;38.132;15.176;9.98;;2.5;4.0 km WSW Barcellona Pozzo di Gotto
27/02/2006;00:43:07;38.117;15.175;8.71;;1.8;3.7 km NW Castroreale
27/02/2006;00:44:49;38.126;15.201;0.72;;1.3;3 km NNW Castroreale
27/02/2006;00:51:10;38.127;15.201;4.36;;1.4;3 km NNW Castroreale
27/02/2006;00:11:58;38.112;15.198;14.27;;2.2;1.6 km NW Castroreale
27/02/2006;00:25:05;38.12;15.195;5.57;;1.9;3.5 km SW Barcellona Pozzo di Gotto
27/02/2006;00:30:56;38.127;15.178;12.15;;2.5;4 km SW Barcellona Pozzo di Gotto
27/02/2006;05:48:09:54;38.129;15.217;4.16;;2.6;3 km N Castroreale
27/02/2006;00:59:37;38.12;15.204;14.9;;2.3;2.2 km NW Castroreale
27/02/2006;06:00:39;38.106;15.198;14.23;;1.4;1.4 km  WNW Castroreale
27/02/2006;00:22:14;38.135;15.282;11.11;;1.7;7 km NE Castroreale
27/02/2006;00:37:47;38.118;15.203;9.38;;1.8;2 km NW Castroreale
24/02/2006;00:16:25;37.734;15.068;3.89;;1.6;1.5 km N M. Calanna
27/02/2006;00:16:06;38.132;15.221;2.75;;3.4;2.0 km S Barcellona
27/02/2006;00:41:09;38.111;15.203;11.6;1.4;;3.5 km SSW Barcellona Pozzo di Gotto
27/02/2006;00:41:29;38.122;15.198;11.93;;1.8;3 km SW Barcellona Pozzo di Gotto
27/02/2006;00:55:40;38.116;15.216;2.17;;2.8;1.7 km N Castroreale
24/02/2006;00:38:10;37.759;15.119;8.22;;2.6;2.5 km NE Fornazzo
24/02/2006;00:35:46;37.749;15.1;8.63;;1.9;1.8 km NW Fornazzo
24/02/2006;00:58:14;37.697;15.094;2.33;;2;1.1 km NW Zafferana
25/02/2006;00:36:55;37.726;15.088;2.99;;1.6;1.6 km M. Fontane
25/02/2006;00:17:43;37.733;15.072;3.08;;1.7;1.4 km SW M. Fontane
25/02/2006;00:23:09;37.733;15.067;3.66;;1;1.8 km SW M. Fontane
25/02/2006;00:50:38;37.742;15.102;3.96;;1.3;1.5 km E M. Fontane
25/02/2006;00:33:26;36.955;15.138;10.73;;1.2;5 km N Avola
26/02/2006;00:55:43;37.746;15.054;2.25;;1;2 km NE M. Centenari
26/02/2006;00:24:39;37.75;15.041;2.35;;1.4;1.7 km NE M. Centenari
27/02/2006;00:53:38;38.114;15.194;11.72;1.1;;2.1 km NW Castroreale
27/02/2006;00:53:44;38.109;15.205;11.98;;2;1 km NW Castroreale
28/02/2006;00:38:04;37.751;15.011;1.86;;1.6;1.8 km SW Pizzi Deneri
28/02/2006;00:31:30;37.734;15.072;3.59;;1.4;1.3 km SW M. Fontane
28/02/2006;00:17:31;38.118;15.187;12.01;;2.1;2.8 km NW Castroreale
01/03/2006;00:53:44;38.547;14.695;0;;2.1;11 km E Filicudi
01/03/2006;00:27:20;38.118;15.184;11.05;;1.5;1 km NW Castroreale
01/03/2006;00:09:43;38.106;15.2;8.79;;1.4;3 km NW Castroreale
14/07/2005;00:24:38;36.608;15.283;29.76;;1.9;15 km SE Capo Passero
16/12/2005;00:25:53;38.461;14.646;20.43;1.8;;11 Km SE Filicudi
02/03/2006;00:35:38;37.794;14.916;21.79;;3.4;5.7 km SE Maletto
02/03/2006;00:16:40;37.447;15.136;16.61;;1.7;7 km SE Catania (Ionio)
02/03/2006;00:38:49;38.134;15.196;6.52;;2.1;2 km SW Barcellona Pozzo di Gotto
04/03/2006;00:25:30;37.7;15.096;2.35;;0.9;1.0 km NW Zafferana Etnea
04/03/2006;00:39:37;37.665;15.046;10.02;;1.6;1.2 NW Tardaria
04/03/2006;00:37:10;37.754;15.021;3.49;;1.1;1.5 km W Mt. Simone
04/03/2006;00:45:33;37.728;15.073;4.4;;1.2;0.7 km N Mt. Calanna
03/03/2006;00:38:24;38.114;15.184;9.9;1.6;;2.6 km NW Castroreale
03/03/2006;00:13:56;38.117;15.188;8.33;1.6;;2.8 km NW Castroreale
04/03/2006;00:26:59;37.7;15.093;2.02;;1.3;1.3 km NW Zafferana Etnea
04/03/2006;00:15:43;38.117;15.184;10.18;;1.5;2.7 km NW Castroreale
04/03/2006;00:57:43;38.106;15.184;9.87;1.6;;2.3 km WNW Castroreale
04/03/2006;00:14:48;38.107;15.179;10.44;1.6;;2.7 km WNW Castroreale
05/03/2006;00:37:46;38.11;15.184;9.41;;2.1;2.5 km WNW Castroreale
06/03/2006;00:55:12;38.111;15.212;11.06;;1.9;1.0 km N Castroreale
06/03/2006;00:14:01;38.142;15.663;9.65;1;;2.3 km NNE Reggio Calabria
07/03/2006;00:38:22;37.658;14.902;5.79;;1.7;3.2 km NE Biancavilla
08/03/2006;00:36:00;37.705;15.098;2.36;;1.8;2.7 km SW Milo
09/03/2006;00:48:31;37.737;15.062;2.22;;1.5;2.0 km NW Mt. Calanna
09/03/2006;00:57:52;37.045;15.126;21.02;;2.1;5.0 km SW Floridia
09/03/2006;00:48:47;37.74;15.058;1.41;;1.4;2.5 km NW Mt. Calanna
09/03/2006;00:16:42;37.48;15.287;10.73;;2.2;29 km NNE Augusta
09/03/2006;00:39:47;38.137;15.216;55.21;;1.8;Barcellona Pozzo di Gotto - Tirreno profondo
11/03/2006;00:57:42;37.727;15.093;5.19;;1.3;2 km W Milo
12/03/2006;00:51:23;37.661;15.164;6.37;;2.1;S. Giovanni Bosco
10/03/2006;00:19:10;37.74;15.057;1.35;;0.7;2.5 km W M. Fontane
10/03/2006;00:33:34;37.743;15.045;3.15;;0.9;3.5 km WNW M. Fontane
10/03/2006;00:20:57;37.706;15.038;4.64;;1.2;3.1 km SE Montagnola
10/03/2006;00:21:56;37.702;15.036;4.2;;1.3;3.2 km SE Montagnola
10/03/2006;00:29:25;37.711;15.038;3.41;;0.9;3 km SE Montagnola
13/03/2006;00:32:31;37.729;15.094;3.69;;1.3;2.2 km SW Fornazzo
13/03/2006;00:56:37;37.7;15.009;7.4;;1.1;M. Silvestri
13/03/2006;00:44:48;37.753;15.114;9.91;;2;1.5 km N Fornazzo
14/03/2006;00:45:38;38.399;14.963;3.75;;1.5;Vulcano
14/03/2006;00:37:41;37.736;15.078;3.64;1.2;;M. Fontane
15/03/2006;00:33:15;37.004;15.015;20.15;;1.2;5.4 km SW Canicattini Bagni
15/03/2006;00:36:45;37.71;14.733;6.1;;1.3;10 km NW Adrano
17/03/2006;00:07:07;38.397;15.081;7.54;;1.2;7 Km E Vulcano
18/03/2006;00:34:06;37.716;15.048;2.11;;0.8;1 km W M. Zoccolaro
18/03/2006;00:38:21;37.172;15.09;13.8;;2.5;3 km WSW Melilli
18/03/2006;00:28:08;37.73;15.102;4.52;;1;1 km W M. Zoccolaro
19/03/2006;00:57:45;37.715;15.043;2.74;;2;1.4 km W M. Zoccolaro
19/03/2006;00:47:17;37.714;15.043;2.63;;1.6;1.3 km W M. Zoccolaro
25/03/2006;00:34:27;37.436;15.242;16.97;;1.7;15 km SE Catania
24/03/2006;00:41:09;37.724;15.096;3.76;;0.9;2 km NE M. Fior di Cosimo
24/03/2006;00:07:22;37.827;14.85;25.16;;2.7;1.5 km W Maletto
25/03/2006;00:47:42;38.112;15.192;9.24;;1.8;2 km NW Castroreale
25/03/2006;00:55:35;38.112;15.189;7.74;;1;2.4 km NW Castroreale
25/03/2006;00:44:31;37.813;15.266;0.96;;1.4;3.5 km ESE Calatabiano
28/03/2006;00:50:55;38.482;14.775;11.98;;1.4;11 km SW Salina
28/03/2006;00:14:57;38.555;14.794;12.51;2.3;;3 km W Salina
31/03/2006;00:50:15;37.947;15.523;6.75;;2.6;13.5 km E S. Teresa Riva
31/03/2006;00:56:06;37.958;15.516;2.21;;2;13.0 km E S. Teresa Riva
01/04/2006;00:11:38;38.149;15.2;13.02;;1.6;1.4 km ENE Barcellona Pozzo di Gotto
01/04/2006;00:06:48;38.047;15.051;7.81;;2.3;7.6 km NW Novara di Sicilia
02/04/2006;00:03:56;38.088;15.235;9.64;;1.8;2.5 km SE Castroreale
02/04/2006;00:24:54;38.13;15.127;11.02;;2.2;2.7 km N di Furnari
02/04/2006;00:57:00;38.415;15.072;17.33;;1.6;9 km E Vulcano
02/04/2006;00:25:57;38.125;15.109;15.28;;1.2;2.5 km NE di Furnari
31/03/2006;00:26:51;37.703;15.048;1.43;;0.5;2 km NE Serra Pizzuta Calvarina
31/03/2006;00:00:25;37.682;14.825;1.9;;1.6;2 km NW Adrano
31/03/2006;00:39:23;37.8;15.026;1.96;;1.4;1 km NE M. Pizzillo
01/04/2006;00:39:07;38.039;15.036;5.68;;2;8 km WNW Novara di Sicilia
03/04/2006;00:05:04;37.681;15.062;8.73;;1.7;1.2 km SSW Mt. Arcimis
03/04/2006;00:14:11;37.682;15.06;5.44;;1.6;1.1 km SSW Mt. Arcimis
03/04/2006;00:57:27;37.732;15.057;4.54;;1.3;1.7 km NW Mt. Calanna
03/04/2006;00:40:34;37.695;15.025;9.89;;1;3.5 km W Mt. Arcimis
05/04/2006;00:06:06;37.701;15.232;0.89;;1.5;1.7 km SE Torre Archirafi
06/04/2006;00:34:02;37.69;15.086;3.53;;0.9;1.7 km E Zafferana Etnea
06/04/2006;00:34:38;37.696;15.083;4.05;;0.6;1.8 km E Zafferana Etnea
07/04/2006;00:20:59;38.186;15.204;10.49;;1.8;4 km N Barcellona Pozzo di Gotto
07/04/2006;00:33:07;37.69;15.044;7.84;1.5;;1.9 km W M. Arcimis
08/04/2006;00:42:50;37.688;15.118;8.8;;1.2;1.1 km SE Zafferana
08/04/2006;00:24:23;37.733;15.055;2.91;1;;1.8 km E M. Centenari
08/04/2006;00:18:58;37.671;15.093;5.68;;1;2.6 km SSW Zafferana
08/04/2006;00:59:14;37.679;15.036;5.93;1.3;;M. Salto del Cane
10/04/2006;00:50:21;37.718;15.066;3.49;;1.4;1 km NE M. Zoccolaro
10/04/2006;00:28:04;38.816;15.198;1.33;1.5;;1.5 km NW Stromboli
11/04/2006;00:09:41;37.733;15.064;5.16;;1.6;Rocca Musarra
13/04/2006;00:52:57;38.574;15.037;12.06;2;;6 km SSW Panarea
15/04/2006;00:30:50;37.706;15.149;6.9;;0.9;2 km SW Macchia di Giarre
15/04/2006;00:16:40;37.737;15.084;3.48;;0.6;0.4 km SW M. Fontane
15/04/2006;00:46:13;37.746;15.055;2.55;;0.5;2.4 km NW M. Fontane
17/04/2006;00:06:46;37.724;15.088;2.36;;0.6;1.5 km NE M. Calanna
17/04/2006;00:18:11;37.729;15.085;1.94;;1.3;1.3 km NE M. Calanna
17/04/2006;00:12:12;37.741;15.074;3.34;;1.9;2.1 km NE M. Calanna
17/04/2006;00:39:29;37.737;15.085;4.17;;0.8;1.9 km NE M. Calanna
16/04/2006;00:00:47;37.737;15.08;2.56;;1;0.5 km SW M. Fontane
17/04/2006;00:16:15;38.358;14.894;12.98;;2.2;5 km SW Vulcano
17/04/2006;00:16:28;38.347;14.889;12.22;;3.2;6 km SW Vulcano
17/04/2006;00:20:41;38.378;14.955;14.48;;1.6;Vulcano
17/04/2006;00:27:46;38.378;14.909;15.08;;1.7;5 km SW Vulcano
17/04/2006;00:17:05;38.164;15.208;11.16;;1.5;2.3 km NW Barcellona Pozzo di Gotto
18/04/2006;00:31:42;38.811;15.207;4.5;;3.2;Stromboli
18/04/2006;00:07:39;38.371;14.906;12.12;;1.5;4 Km WSW Vulcano
20/04/2006;00:45:29;37.611;15.039;13.12;1.2;;1.2 km SE Nicolosi
20/04/2006;00:10:47;37.763;15.021;4.51;1.2;;0.4 km S Pizzi Deneri
20/04/2006;00:02:30;37.739;15.089;5.18;;1;0.3 km SE M. Fontane
20/04/2006;00:56:25;37.74;15.084;3.41;;1.3;M. Fontane
20/04/2006;00:52:37;37.746;15.076;3.77;;0.6;1 km NW M. Fontane
20/04/2006;00:55:38;38.555;15.259;13.1;;1.7;18 km SE Panarea
21/04/2006;00:52:08;37.746;15.115;4.96;;1.1;1 Km N Fornazzo
21/04/2006;00:39:08;37.748;15.126;5.48;;1.1;1.3 Km NW S. Alfio
21/04/2006;00:58:48;37.724;15.099;4.55;;1.1;1.5 Km W Milo
22/04/2006;00:16:49;37.737;15.112;4.04;;0.7;Fornazzo
23/04/2006;00:42:39;37.062;14.986;15.79;;4.2;8 km E Palazzolo Acreide
22/04/2006;00:18:53;37.745;15.049;5.21;;2;0.8 Km NW Rocca Musarra
24/04/2006;00:58:24;38.49;14.926;11.11;;1.7;Lipari
24/04/2006;00:11:48;38.49;14.944;13.32;;2.2;Lipari
24/04/2006;00:28:00;38.057;15.121;37.25;;2;4.5 km N Novara di Sicilia
25/04/2006;00:27:58;38.148;15.093;8.85;;2;4 km E Tindari
25/04/2006;00:36:58;38.144;15.086;11.51;;2.2;3 km E Tindari
26/04/2006;00:09:09;37.953;15.99;6.73;;1.7;Palizzi (RC)
27/04/2006;00:39:30;37.73;15.108;3.27;;0.9;1 km NW Milo
27/04/2006;00:28:33;37.736;15.089;3.74;;1;0.6 km SE M. Fontane
26/04/2006;00:18:34;37.659;15.082;1.64;;1;0.6 km SSW M. Ilice (1.5 km W Fleri)
26/04/2006;00:41:16;37.697;15.014;2.08;;0.6;0.9 km SE M. Silvestri Superiore
22/04/2006;00:00:37;37.719;15.086;1.7;;0.4;1 km NE M. Fior di Cosimo
23/04/2006;00:48:39;38.128;15.232;11.22;;1;2.5 km SE Barcellona Pozzo di Gotto
23/04/2006;00:50:59;38.129;15.228;11.16;;0.9;2 km SE Barcellona Pozzo di Gotto
23/04/2006;00:08:48;38.131;15.226;10.98;;1;2 km SE Barcellona Pozzo di Gotto
27/04/2006;00:34:22;38.207;15.053;11.74;;1.3;6.5 km N Capo Tindari
26/04/2006;00:50:37;38.156;15.083;7.37;;1.8;3.5 km E Capo Tindari
